id,immOpt,delOpt,delay,task,p_imm
1,0.05807269988036817,1.0,1.0,reward,0.3
2,0.09869681622087206,1.0,1.0,reward,0.5
3,0.13932093256137595,1.0,1.0,reward,0.7
4,0.011285971994117835,1.0,2.0,reward,0.3
5,0.051910088334621726,1.0,2.0,reward,0.5
6,0.09253420467512562,1.0,2.0,reward,0.7
7,-0.00540803413811429,1.0,3.0,reward,0.3
8,0.0352160822023896,1.0,3.0,reward,0.5
9,0.07584019854289349,1.0,3.0,reward,0.7
10,-0.019192573022586996,1.0,5.0,reward,0.3
11,0.021431543317916895,1.0,5.0,reward,0.5
12,0.06205565965842079,1.0,5.0,reward,0.7
13,-0.029792273122980828,1.0,10.0,reward,0.3
14,0.010831843217523061,1.0,10.0,reward,0.5
15,0.051455959558026954,1.0,10.0,reward,0.7
16,-0.0351787027988736,1.0,20.0,reward,0.3
17,0.005445413541630289,1.0,20.0,reward,0.5
18,0.04606952988213418,1.0,20.0,reward,0.7
19,-0.0384388109890397,1.0,50.0,reward,0.3
20,0.0021853053514641918,1.0,50.0,reward,0.5
21,0.04280942169196808,1.0,50.0,reward,0.7
22,0.4528599647638564,5.0,1.0,reward,0.3
23,0.4934840811043603,5.0,1.0,reward,0.5
24,0.5341081974448643,5.0,1.0,reward,0.7
25,0.21892632533260475,5.0,2.0,reward,0.3
26,0.25955044167310865,5.0,2.0,reward,0.5
27,0.30017455801361254,5.0,2.0,reward,0.7
28,0.1354562946714441,5.0,3.0,reward,0.3
29,0.176080411011948,5.0,3.0,reward,0.5
30,0.21670452735245188,5.0,3.0,reward,0.7
31,0.06653360024908059,5.0,5.0,reward,0.3
32,0.10715771658958448,5.0,5.0,reward,0.5
33,0.14778183293008837,5.0,5.0,reward,0.7
34,0.013535099747111416,5.0,10.0,reward,0.3
35,0.05415921608761531,5.0,10.0,reward,0.5
36,0.0947833324281192,5.0,10.0,reward,0.7
37,-0.013397048632352446,5.0,20.0,reward,0.3
38,0.027227067708151444,5.0,20.0,reward,0.5
39,0.06785118404865534,5.0,20.0,reward,0.7
40,-0.029697589583182932,5.0,50.0,reward,0.3
41,0.010926526757320958,5.0,50.0,reward,0.5
42,0.05155064309782485,5.0,50.0,reward,0.7
43,0.9463440458682167,10.0,1.0,reward,0.3
44,0.9869681622087206,10.0,1.0,reward,0.5
45,1.0275922785492244,10.0,1.0,reward,0.7
46,0.4784767670057134,10.0,2.0,reward,0.3
47,0.5191008833462173,10.0,2.0,reward,0.5
48,0.5597249996867212,10.0,2.0,reward,0.7
49,0.3115367056833921,10.0,3.0,reward,0.3
50,0.352160822023896,10.0,3.0,reward,0.5
51,0.39278493836439987,10.0,3.0,reward,0.7
52,0.17369131683866507,10.0,5.0,reward,0.3
53,0.21431543317916896,10.0,5.0,reward,0.5
54,0.25493954951967285,10.0,5.0,reward,0.7
55,0.06769431583472672,10.0,10.0,reward,0.3
56,0.10831843217523061,10.0,10.0,reward,0.5
57,0.14894254851573452,10.0,10.0,reward,0.7
58,0.013830019075798998,10.0,20.0,reward,0.3
59,0.05445413541630289,10.0,20.0,reward,0.5
60,0.09507825175680679,10.0,20.0,reward,0.7
61,-0.018771062825861974,10.0,50.0,reward,0.3
62,0.021853053514641917,10.0,50.0,reward,0.5
63,0.06247716985514581,10.0,50.0,reward,0.7
64,1.439828126972577,15.0,1.0,reward,0.3
65,1.480452243313081,15.0,1.0,reward,0.5
66,1.5210763596535848,15.0,1.0,reward,0.7
67,0.738027208678822,15.0,2.0,reward,0.3
68,0.7786513250193259,15.0,2.0,reward,0.5
69,0.8192754413598298,15.0,2.0,reward,0.7
70,0.48761711669534014,15.0,3.0,reward,0.3
71,0.528241233035844,15.0,3.0,reward,0.5
