id,immOpt,delOpt,delay,task,p_imm
166,9.970115647498025,10.0,50.0,loss,0.3
167,10.0,10.0,50.0,loss,0.5
168,10.029884352501975,10.0,50.0,loss,0.7
169,14.970115647498025,15.0,1.0,loss,0.3
170,15.0,15.0,1.0,loss,0.5
171,15.029884352501975,15.0,1.0,loss,0.7
172,14.970115647498025,15.0,2.0,loss,0.3
173,15.0,15.0,2.0,loss,0.5
174,15.029884352501975,15.0,2.0,loss,0.7
175,14.970115647498025,15.0,3.0,loss,0.3
176,15.0,15.0,3.0,loss,0.5
177,15.029884352501975,15.0,3.0,loss,0.7
178,14.970115647498025,15.0,5.0,loss,0.3
179,15.0,15.0,5.0,loss,0.5
180,15.029884352501975,15.0,5.0,loss,0.7
181,14.970115647498025,15.0,10.0,loss,0.3
182,15.0,15.0,10.0,loss,0.5
183,15.029884352501975,15.0,10.0,loss,0.7
184,14.970115647498025,15.0,20.0,loss,0.3
185,15.0,15.0,20.0,loss,0.5
186,15.029884352501975,15.0,20.0,loss,0.7
187,14.970115647498025,15.0,50.0,loss,0.3
188,15.0,15.0,50.0,loss,0.5
189,15.029884352501975,15.0,50.0,loss,0.7
190,19.970115647498027,20.0,1.0,loss,0.3
191,20.0,20.0,1.0,loss,0.5
192,20.029884352501973,20.0,1.0,loss,0.7
193,19.970115647498027,20.0,2.0,loss,0.3
194,20.0,20.0,2.0,loss,0.5
195,20.029884352501973,20.0,2.0,loss,0.7
196,19.970115647498027,20.0,3.0,loss,0.3
197,20.0,20.0,3.0,loss,0.5
198,20.029884352501973,20.0,3.0,loss,0.7
199,19.970115647498027,20.0,5.0,loss,0.3
200,20.0,20.0,5.0,loss,0.5
201,20.029884352501973,20.0,5.0,loss,0.7
202,19.970115647498027,20.0,10.0,loss,0.3
203,20.0,20.0,10.0,loss,0.5
204,20.029884352501973,20.0,10.0,loss,0.7
205,19.970115647498027,20.0,20.0,loss,0.3
206,20.0,20.0,20.0,loss,0.5
207,20.029884352501973,20.0,20.0,loss,0.7
208,19.970115647498027,20.0,50.0,loss,0.3
209,20.0,20.0,50.0,loss,0.5
210,20.029884352501973,20.0,50.0,loss,0.7
