id,immOpt,delOpt,delay,task,p_imm
151,9.776406946343595,10.0,2.0,loss,0.3
152,9.785890340983341,10.0,2.0,loss,0.5
153,9.795373735623087,10.0,2.0,loss,0.7
154,9.672753919847436,10.0,3.0,loss,0.3
155,9.682237314487182,10.0,3.0,loss,0.5
156,9.691720709126928,10.0,3.0,loss,0.7
157,9.471898625638332,10.0,5.0,loss,0.3
158,9.481382020278078,10.0,5.0,loss,0.5
159,9.490865414917824,10.0,5.0,loss,0.7
160,9.00442132036801,10.0,10.0,loss,0.3
161,9.013904715007756,10.0,10.0,loss,0.5
162,9.023388109647502,10.0,10.0,loss,0.7
163,8.195346875967285,10.0,20.0,loss,0.3
164,8.204830270607031,10.0,20.0,loss,0.5
165,8.214313665246777,10.0,20.0,loss,0.7
166,6.454700726928095,10.0,50.0,loss,0.3
167,6.464184121567841,10.0,50.0,loss,0.5
168,6.473667516207586,10.0,50.0,loss,0.7
169,14.828196647556915,15.0,1.0,loss,0.3
170,14.837680042196661,15.0,1.0,loss,0.5
171,14.847163436836407,15.0,1.0,loss,0.7
172,14.669352116835265,15.0,2.0,loss,0.3
173,14.678835511475011,15.0,2.0,loss,0.5
174,14.688318906114757,15.0,2.0,loss,0.7
175,14.513872577091025,15.0,3.0,loss,0.3
176,14.523355971730771,15.0,3.0,loss,0.5
177,14.532839366370517,15.0,3.0,loss,0.7
178,14.212589635777372,15.0,5.0,loss,0.3
179,14.222073030417118,15.0,5.0,loss,0.5
180,14.231556425056864,15.0,5.0,loss,0.7
181,13.511373677871887,15.0,10.0,loss,0.3
182,13.520857072511633,15.0,10.0,loss,0.5
183,13.53034046715138,15.0,10.0,loss,0.7
184,12.297762011270802,15.0,20.0,loss,0.3
185,12.307245405910548,15.0,20.0,loss,0.5
186,12.316728800550294,15.0,20.0,loss,0.7
187,9.686792787712015,15.0,50.0,loss,0.3
188,9.696276182351761,15.0,50.0,loss,0.5
189,9.705759576991507,15.0,50.0,loss,0.7
190,19.774089994955805,20.0,1.0,loss,0.3
191,19.78357338959555,20.0,1.0,loss,0.5
192,19.793056784235294,20.0,1.0,loss,0.7
193,19.56229728732694,20.0,2.0,loss,0.3
194,19.571780681966683,20.0,2.0,loss,0.5
195,19.581264076606427,20.0,2.0,loss,0.7
196,19.35499123433462,20.0,3.0,loss,0.3
197,19.364474628974364,20.0,3.0,loss,0.5
198,19.373958023614108,20.0,3.0,loss,0.7
199,18.95328064591641,20.0,5.0,loss,0.3
200,18.962764040556156,20.0,5.0,loss,0.5
201,18.9722474351959,20.0,5.0,loss,0.7
202,18.018326035375768,20.0,10.0,loss,0.3
203,18.027809430015513,20.0,10.0,loss,0.5
204,18.037292824655257,20.0,10.0,loss,0.7
205,16.40017714657432,20.0,20.0,loss,0.3
206,16.409660541214063,20.0,20.0,loss,0.5
207,16.419143935853807,20.0,20.0,loss,0.7
208,12.918884848495935,20.0,50.0,loss,0.3
209,12.928368243135681,20.0,50.0,loss,0.5
210,12.937851637775427,20.0,50.0,loss,0.7
