"rt","key_press","immOpt","delOpt","delay","task","randomize","trial_type","trial_index","time_elapsed","internal_node_id","choice","timelineType"
"1076","81","5.71","20.00","5","reward","1","html-keyboard-response","755","895520","0.0-3.0-0.245","delayed","trial"
"864","80","-1.00","-10.00","3","loss","1","html-keyboard-response","758","898238","0.0-3.0-0.246","immediate","trial"
"790","81","2.86","10.00","5","reward","1","html-keyboard-response","761","900874","0.0-3.0-0.247","delayed","trial"
"686","80","-6.25","-10.00","2","loss","1","html-keyboard-response","764","903409","0.0-3.0-0.248","immediate","trial"
"1036","81","9.09","10.00","10","reward","1","html-keyboard-response","767","906298","0.0-3.0-0.249","delayed","trial"
"2566","80","-3.85","-5.00","1","loss","1","html-keyboard-response","770","910709","0.0-3.0-0.250","immediate","trial"
"762","80","2.86","20.00","20","reward","0","html-keyboard-response","773","913336","0.0-3.0-0.251","delayed","trial"
"770","80","-0.10","-5.00","50","loss","1","html-keyboard-response","776","915963","0.0-3.0-0.252","immediate","trial"
"941","81","0.83","5.00","50","reward","1","html-keyboard-response","779","918764","0.0-3.0-0.253","delayed","trial"
"834","80","-4.85","-5.00","3","loss","1","html-keyboard-response","782","921447","0.0-3.0-0.254","immediate","trial"
"890","80","1.00","10.00","3","reward","0","html-keyboard-response","785","924193","0.0-3.0-0.255","delayed","trial"
"913","80","-13.33","-20.00","5","loss","1","html-keyboard-response","788","926965","0.0-3.0-0.256","immediate","trial"
"1562","81","0.63","1.00","2","reward","1","html-keyboard-response","791","930386","0.0-3.0-0.257","delayed","trial"
"1149","80","-1.25","-5.00","10","loss","1","html-keyboard-response","794","933392","0.0-3.0-0.258","immediate","trial"
"1946","81","0.03","1.00","10","reward","1","html-keyboard-response","797","937189","0.0-3.0-0.259","delayed","trial"
"881","80","-0.83","-5.00","50","loss","1","html-keyboard-response","800","939924","0.0-3.0-0.260","immediate","trial"
"834","80","0.65","20.00","10","reward","0","html-keyboard-response","803","942618","0.0-3.0-0.261","delayed","trial"
"1144","80","0.50","1.00","2","reward","1","html-keyboard-response","806","945603","0.0-3.0-0.262","immediate","trial"
"866","80","0.16","10.00","20","reward","0","html-keyboard-response","809","948329","0.0-3.0-0.263","delayed","trial"
"689","81","0.48","10.00","20","reward","1","html-keyboard-response","812","950872","0.0-3.0-0.264","delayed","trial"
"771","80","0.91","1.00","10","reward","0","html-keyboard-response","815","953515","0.0-3.0-0.265","delayed","trial"
"676","81","15.38","20.00","3","reward","0","html-keyboard-response","818","956038","0.0-3.0-0.266","immediate","trial"
"1122","81","0.83","5.00","10","reward","0","html-keyboard-response","821","959005","0.0-3.0-0.267","immediate","trial"
"1084","80","-10.53","-20.00","3","loss","1","html-keyboard-response","824","961947","0.0-3.0-0.268","immediate","trial"
"700","80","0.07","10.00","50","reward","0","html-keyboard-response","827","964503","0.0-3.0-0.269","delayed","trial"
"725","81","9.09","10.00","1","reward","1","html-keyboard-response","830","967077","0.0-3.0-0.270","delayed","trial"
"824","80","15.38","20.00","1","reward","0","html-keyboard-response","833","969758","0.0-3.0-0.271","delayed","trial"
"859","81","0.91","10.00","10","reward","1","html-keyboard-response","836","972472","0.0-3.0-0.272","delayed","trial"
"1059","80","9.71","10.00","3","reward","1","html-keyboard-response","839","975391","0.0-3.0-0.273","immediate","trial"
"765","80","3.33","5.00","5","reward","0","html-keyboard-response","842","977999","0.0-3.0-0.274","delayed","trial"
"730","80","-1.25","-20.00","5","loss","1","html-keyboard-response","845","980582","0.0-3.0-0.275","immediate","trial"
"1285","80","-2.50","-10.00","3","loss","1","html-keyboard-response","848","983737","0.0-3.0-0.276","immediate","trial"
"1126","80","3.85","5.00","1","reward","0","html-keyboard-response","851","986719","0.0-3.0-0.277","delayed","trial"
"2276","80","8.33","10.00","2","reward","0","html-keyboard-response","854","990838","0.0-3.0-0.278","delayed","trial"
"1722","81","2.00","5.00","3","reward","1","html-keyboard-response","857","994410","0.0-3.0-0.279","delayed","trial"
"1060","81","18.18","20.00","1","reward","1","html-keyboard-response","860","997333","0.0-3.0-0.280","delayed","trial"
"1235","80","0.67","1.00","5","reward","1","html-keyboard-response","863","1000417","0.0-3.0-0.281","immediate","trial"
"1197","80","-3.13","-5.00","2","loss","1","html-keyboard-response","866","1003460","0.0-3.0-0.282","immediate","trial"
"867","81","16.67","20.00","20","reward","1","html-keyboard-response","869","1006170","0.0-3.0-0.283","delayed","trial"
"591","80","6.67","20.00","20","reward","0","html-keyboard-response","872","1008624","0.0-3.0-0.284","delayed","trial"
"1292","81","19.61","20.00","2","reward","0","html-keyboard-response","875","1011765","0.0-3.0-0.285","immediate","trial"
"1263","80","-2.00","-20.00","3","loss","1","html-keyboard-response","878","1014896","0.0-3.0-0.286","immediate","trial"
"2834","80","-2.50","-10.00","10","loss","1","html-keyboard-response","881","1019597","0.0-3.0-0.287","immediate","trial"
"1854","80","-2.63","-5.00","3","loss","0","html-keyboard-response","884","1023305","0.0-3.0-0.288","delayed","trial"
"1528","80","1.67","5.00","20","reward","1","html-keyboard-response","887","1026691","0.0-3.0-0.289","immediate","trial"
"2012","81","-4.95","-5.00","1","loss","0","html-keyboard-response","890","1030558","0.0-3.0-0.290","immediate","trial"
"1029","81","-0.25","-1.00","1","loss","0","html-keyboard-response","893","1033431","0.0-3.0-0.291","immediate","trial"
"959","81","-5.71","-20.00","5","loss","0","html-keyboard-response","896","1036251","0.0-3.0-0.292","immediate","trial"
"2930","80","0.25","1.00","3","reward","1","html-keyboard-response","899","1041033","0.0-3.0-0.293","immediate","trial"
"1594","81","4.85","5.00","3","reward","1","html-keyboard-response","902","1044496","0.0-3.0-0.294","delayed","trial"
"1239","81","1.43","10.00","2","reward","1","html-keyboard-response","905","1047581","0.0-3.0-0.295","delayed","trial"
"948","81","-10.00","-20.00","1","loss","0","html-keyboard-response","908","1050371","0.0-3.0-0.296","immediate","trial"
"2062","81","0.40","1.00","5","reward","0","html-keyboard-response","911","1054283","0.0-3.0-0.297","immediate","trial"
"1465","80","0.14","1.00","20","reward","0","html-keyboard-response","914","1057598","0.0-3.0-0.298","delayed","trial"
"1406","80","-8.33","-10.00","20","loss","1","html-keyboard-response","917","1060857","0.0-3.0-0.299","immediate","trial"
"1408","80","-5.00","-20.00","10","loss","1","html-keyboard-response","920","1064130","0.0-3.0-0.300","immediate","trial"
"1306","81","4.00","10.00","5","reward","1","html-keyboard-response","923","1067277","0.0-3.0-0.301","delayed","trial"
"845","80","-7.69","-10.00","1","loss","1","html-keyboard-response","926","1069976","0.0-3.0-0.302","immediate","trial"
"2264","80","-3.33","-10.00","2","loss","1","html-keyboard-response","929","1074105","0.0-3.0-0.303","immediate","trial"
"1059","81","-9.09","-10.00","1","loss","0","html-keyboard-response","932","1077020","0.0-3.0-0.304","immediate","trial"
"1017","80","2.50","10.00","10","reward","1","html-keyboard-response","935","1079899","0.0-3.0-0.305","immediate","trial"
"878","81","-5.00","-20.00","3","loss","0","html-keyboard-response","938","1082629","0.0-3.0-0.306","immediate","trial"
"1137","81","-1.67","-5.00","2","loss","0","html-keyboard-response","941","1085608","0.0-3.0-0.307","immediate","trial"
"813","80","0.71","5.00","2","reward","1","html-keyboard-response","944","1088264","0.0-3.0-0.308","immediate","trial"
"712","80","3.33","20.00","50","reward","0","html-keyboard-response","947","1090833","0.0-3.0-0.309","delayed","trial"
"832","80","-3.33","-20.00","50","loss","1","html-keyboard-response","950","1093518","0.0-3.0-0.310","immediate","trial"
"1282","81","-0.17","-1.00","10","loss","0","html-keyboard-response","953","1096638","0.0-3.0-0.311","immediate","trial"
"1031","81","-19.05","-20.00","5","loss","0","html-keyboard-response","956","1099523","0.0-3.0-0.312","immediate","trial"
"1060","81","1.25","5.00","10","reward","1","html-keyboard-response","959","1102452","0.0-3.0-0.313","delayed","trial"
"930","81","-19.80","-20.00","1","loss","0","html-keyboard-response","962","1105227","0.0-3.0-0.314","immediate","trial"
"893","80","-16.67","-20.00","2","loss","1","html-keyboard-response","965","1107974","0.0-3.0-0.315","immediate","trial"
"2305","81","0.25","1.00","1","reward","1","html-keyboard-response","968","1112137","0.0-3.0-0.316","delayed","trial"
"1066","81","5.00","10.00","2","reward","1","html-keyboard-response","971","1115047","0.0-3.0-0.317","delayed","trial"
"1037","81","-0.83","-1.00","2","loss","0","html-keyboard-response","974","1117939","0.0-3.0-0.318","immediate","trial"
"898","81","13.33","20.00","1","reward","1","html-keyboard-response","977","1120690","0.0-3.0-0.319","delayed","trial"
"932","81","-0.25","-1.00","10","loss","1","html-keyboard-response","980","1123474","0.0-3.0-0.320","delayed","trial"
"875","80","-15.38","-20.00","3","loss","1","html-keyboard-response","983","1126196","0.0-3.0-0.321","immediate","trial"
"808","81","0.63","10.00","5","reward","1","html-keyboard-response","986","1128859","0.0-3.0-0.322","delayed","trial"
"2193","81","-7.69","-10.00","3","loss","0","html-keyboard-response","989","1132914","0.0-3.0-0.323","immediate","trial"
"3905","81","-4.00","-10.00","5","loss","0","html-keyboard-response","992","1138666","0.0-3.0-0.324","immediate","trial"
"1102","81","-0.20","-10.00","50","loss","0","html-keyboard-response","995","1141622","0.0-3.0-0.325","immediate","trial"
"919","81","-1.67","-10.00","10","loss","0","html-keyboard-response","998","1144400","0.0-3.0-0.326","immediate","trial"
"798","81","2.00","20.00","3","reward","1","html-keyboard-response","1001","1147059","0.0-3.0-0.327","delayed","trial"
"1163","81","-0.50","-1.00","1","loss","0","html-keyboard-response","1004","1150064","0.0-3.0-0.328","immediate","trial"
"1093","80","-0.91","-10.00","20","loss","1","html-keyboard-response","1007","1153003","0.0-3.0-0.329","immediate","trial"
"664","81","-2.50","-5.00","1","loss","0","html-keyboard-response","1010","1155525","0.0-3.0-0.330","immediate","trial"
"938","80","-13.33","-20.00","1","loss","1","html-keyboard-response","1013","1158318","0.0-3.0-0.331","immediate","trial"
"731","81","-19.61","-20.00","2","loss","0","html-keyboard-response","1016","1160899","0.0-3.0-0.332","immediate","trial"
"637","80","-3.85","-5.00","3","loss","1","html-keyboard-response","1019","1163398","0.0-3.0-0.333","immediate","trial"
"1014","80","0.09","1.00","10","reward","1","html-keyboard-response","1022","1166252","0.0-3.0-0.334","immediate","trial"
"918","81","13.33","20.00","50","reward","1","html-keyboard-response","1025","1169020","0.0-3.0-0.335","delayed","trial"
